Species,Museum,Catalog,ID,TL,SVL,TAL,HL,HW,HH,HE,HP,HN,MBW,MBH,CW,CH,Ven,SC,MID,PO,SO,SL,IL,IOS,Longitude,Latitude,Stage
P_lansbergii,FMNH,166164,P_lansbergii_166164,5.65248918,5.552959585,3.469673283,2.936125704,2.33643293,1.967643936,2.58987951,2.765364021,2.827430892,2.601162147,1.913630367,1.25076219,1.171535336,154,30,25,3,3,10,12,6,-76.01223,10.45667,adult
P_lansbergii,FMNH,166165,P_lansbergii_166165,5.631211782,5.521460918,3.562529732,2.964150556,2.323839433,1.981734741,2.579384326,2.723855297,2.83642739,2.291074728,1.810212878,1.727388259,1.293959076,158,31,21,2,4,10,12,8,-75.52112,8.33445,adult
P_lansbergii,FMNH,166166,P_lansbergii_166166,5.905361848,5.771441123,3.748177975,3.005851561,2.505639015,2.016403933,2.605074473,2.720425065,2.858585133,2.382092894,2.290481268,1.805989291,1.492092026,158,35,23,2,2,9,12,7,-75.68778,9.22334,adult
P_lansbergii,FMNH,166167,P_lansbergii_166167,6.115892125,5.998936562,3.619841108,2.872696397,2.395239929,1.800929402,2.519249564,2.676250395,2.810296338,2.621018435,1.79113003,1.633896555,1.191238259,158,37,23,3,1,9,11,5,-75.33221,10.59887,adult
P_lansbergii,FMNH,166168,P_lansbergii_166168,6.206575927,6.095824562,3.567866216,3.009913597,2.54243408,1.932462912,2.621384934,2.754228484,2.906454807,2.373207609,2.256697181,1.301029395,1.606895078,154,30,25,3,3,10,12,5,-75.93445,7.95432,juvenile
P_lansbergii,FMNH,166169,P_lansbergii_166169,6.102558595,5.97126184,3.728560071,2.97472611,2.393939594,1.750836364,2.619424419,2.77710216,2.887938338,2.463605399,1.814682925,1.768211975,1.079065738,156,32,23,3,1,9,11,7,-75.56554,9.67889,adult
P_lansbergii,FMNH,166170,P_lansbergii_166170,5.533389489,5.424950017,3.551704826,3.008366807,2.251824838,1.933814931,2.601643999,2.785233072,2.924321714,1.827666898,2.052014902,1.175618231,0.92668526,156,30,23,3,2,10,11,7,-76.03221,10.21223,juvenile
P_lansbergii,FMNH,166171,P_lansbergii_166171,5.572154032,5.463831805,3.550461829,2.95245192,2.42526991,1.915136425,2.59014175,2.730384714,2.856492634,2.035038357,2.042175084,1.272297566,1.057497329,157,31,25,3,3,9,11,5,-75.45443,8.44556,NA
P_lansbergii,FMNH,166172,P_lansbergii_166172,5.913503006,5.789960171,3.672549589,2.926150384,2.381412729,1.870239956,2.527156647,2.724507814,2.78270067,1.933513006,1.912384742,1.445804897,1.141119983,151,32,23,2,1,9,11,7,-75.73445,9.88991,juvenile
P_lansbergii,FMNH,166173,P_lansbergii_166173,5.710427017,5.579729826,3.726489501,3.000377886,2.255220814,1.916656555,2.66503187,2.755635412,2.852367748,1.910266866,2.106196312,1.48773258,1.235318067,151,34,25,3,2,9,11,5,-75.35443,7.79887,NA
P_lansbergii,FMNH,166174,P_lansbergii_166174,5.66296048,5.545177444,3.629041922,2.919563564,2.157386005,1.861944978,2.546370433,2.715796527,2.763535199,2.53458624,1.649595694,1.315380322,1.303717467,152,32,25,2,3,10,11,6,-75.95667,10.12345,adult
P_lansbergii,FMNH,166175,P_lansbergii_166175,6.059123196,5.953243334,3.526107543,3.074730472,2.675353889,1.999270461,2.676057719,2.896541884,3.032239738,2.494412122,1.92961358,1.514334336,0.970344193,160,28,25,2,2,9,13,8,-75.58778,8.77665,adult
P_lansbergii,FMNH,166176,P_lansbergii_166176,5.379897354,5.283203729,3.44369898,3.022499109,2.510627441,1.776602363,2.628699477,2.741605933,2.912761275,1.922478067,2.089817599,1.181013438,1.244355527,149,29,23,3,3,11,12,7,-76.06778,9.33445,adult
P_lansbergii,FMNH,166177,P_lansbergii_166177,6.089044875,5.983936281,3.519006508,2.993195919,2.452565424,1.880774922,2.571947144,2.801501855,2.921680959,2.206465878,1.900451686,1.181520545,0.876702729,158,31,25,2,3,10,12,5,-75.47665,10.45667,adult
P_lansbergii,FMNH,166178,P_lansbergii_166178,6.059123196,5.92157842,3.772240612,3.038845377,2.203741619,2.133671545,2.579984625,2.691681712,2.874787671,2.544358859,1.702846522,1.560036489,1.187333878,156,36,23,3,3,9,12,8,-75.75443,8.11223,adult
P_lansbergii,FMNH,166179,P_lansbergii_166179,6.054439346,5.926926026,3.701443344,2.902300427,2.386336115,1.954857431,2.516318419,2.674181989,2.808385821,2.344828892,1.609478861,1.435923161,1.288001006,154,36,23,2,3,9,11,6,-75.37665,9.77889,adult
P_lansbergii,FMNH,166180,P_lansbergii_166180,6.033086222,5.924255797,3.552291465,2.943277445,2.402214899,2.143789632,2.596279463,2.745392673,2.886970697,2.61654345,1.965067614,1.329664391,1.305064313,156,29,25,3,3,9,12,7,-75.88991,7.85443,adult
P_lansbergii,FMNH,166181,P_lansbergii_166181,6.37502482,6.269096284,3.52476035,3.061404183,2.434209214,1.863843337,2.729196763,2.838465004,2.992550372,2.191870194,1.933615109,1.43778802,1.018098848,160,30,25,3,2,9,11,5,-75.61223,10.23445,adult
P_lansbergii,FMNH,166182,P_lansbergii_166182,6.342121419,6.23636959,3.523363277,3.13810946,2.749399321,2.021452024,2.71059602,2.879562686,3.024805699,2.625392701,2.104238805,1.476417528,1.392141731,159,29,29,4,3,9,11,NA,-76.09991,8.99887,juvenile
P_lansbergii,FMNH,166183,P_lansbergii_166183,6.338594078,6.238324625,3.472843304,2.929207033,2.258000321,1.909292104,2.577139827,2.750680065,2.858428631,2.160598908,1.972295725,1.46172862,1.381213351,158,33,27,3,3,9,11,6,-75.51223,9.55667,adult
P_lansbergii,FMNH,166184,P_lansbergii_166184,6.165417854,6.063785209,3.486654255,3.057764595,2.572768743,1.835306032,2.685160037,2.820885881,2.964061308,2.319149336,1.75920447,1.571303455,1.246428169,157,30,25,2,3,10,12,9,-75.67665,10.58776,juvenile
P_lansbergii,FMNH,166185,P_lansbergii_166185,6.11368218,5.998936562,3.601860819,2.97388919,2.458271331,1.921688589,2.568009223,2.776386095,2.888450262,1.75917967,1.980328763,1.16518746,1.220888073,157,33,25,3,3,9,12,6,-75.39665,8.22334,adult
P_lansbergii,FMNH,166186,P_lansbergii_166186,6.063785209,5.929589143,3.749203149,2.917499188,2.31307401,2.118339109,2.552902794,2.708640725,2.871903554,2.540461764,1.921624846,1.528146425,1.145378053,157,33,23,3,2,9,11,7,-75.93445,9.11223,adult
P_lansbergii,FMNH,166187,P_lansbergii_166187,5.81711116,5.673323267,3.814947828,2.98721707,2.428567874,1.803860124,2.574425779,2.740153109,2.872842734,2.19323326,2.280829746,1.49323281,1.299433427,157,35,23,3,2,9,11,7,-75.55443,7.91223,adult
P_lansbergii,FMNH,166188,P_lansbergii_166188,5.472270674,5.327876169,3.82080795,3.140405825,2.565796563,2.015533387,2.768460492,2.966449697,3.056540088,2.202449394,2.286064217,1.587686493,1.540092221,157,33,25,2,2,9,10,7,-75.40112,10.33445,juvenile
P_lansbergii,FMNH,166189,P_lansbergii_166189,6.126869184,6.00635316,3.64802281,2.891598737,2.326783344,1.90689129,2.47815952,2.731586543,2.81838009,1.965267763,1.915297808,1.408118084,1.022086712,159,35,25,3,3,9,12,6,-75.72334,8.66778,juvenile
P_lansbergii,FMNH,166190,P_lansbergii_166190,6.459904454,6.345636361,3.59597073,3.023297643,2.572381547,2.165276708,2.657513229,2.799124171,2.965616179,2.540542834,2.100990893,1.574752409,1.317826337,161,29,25,3,3,9,11,9,-75.32112,9.44556,juvenile
P_lansbergii,FMNH,166191,P_lansbergii_166191,6.056784013,5.916202063,3.792611502,2.963524876,2.291042329,1.844152189,2.561558811,2.758763728,2.909160549,2.420166722,2.123433496,1.404169954,1.371770577,154,37,25,3,3,10,10,5,-75.81223,10.12345,juvenile
P_lansbergii,FMNH,166192,P_lansbergii_166192,6.448889394,6.336825731,3.577634072,3.021554794,2.396410924,2.219673511,2.612317822,2.782518856,2.935635745,2.347382436,2.208558804,1.713411068,1.483874443,159,33,23,3,3,9,12,9,-75.63221,7.98776,juvenile
P_lansbergii,FMNH,166193,P_lansbergii_166193,5.768320996,5.624017506,3.818550982,2.863766207,2.399641135,1.676763764,2.477543564,2.694360291,2.816640581,2.355633552,1.786719859,1.378822335,1.31569364,156,31,25,2,3,9,11,6,-76.04556,9.88991,juvenile
P_lansbergii,FMNH,166194,P_lansbergii_166194,5.673323267,5.564520407,3.554082128,2.989998499,2.486902953,1.872235376,2.636116127,2.786453965,2.909177601,2.320943257,2.094544796,1.701582379,1.049748715,156,28,25,3,3,10,11,7,-75.54332,10.45667,juvenile
P_lansbergii,FMNH,166195,P_lansbergii_166195,6.052089169,5.926926026,3.684004158,2.973194469,2.480677526,1.876675202,2.556977135,2.729075542,2.86003583,2.500446593,1.588253575,1.747840992,1.281117019,151,33,23,2,1,10,9,7,-75.69887,8.33445,adult
P_lansbergii,FMNH,166196,P_lansbergii_166196,6.131226489,6.021023349,3.563598205,3.097283354,2.50750645,1.941024848,2.76836822,2.90296446,3.063330898,2.423262637,2.087890848,1.485859757,1.205024112,155,32,25,3,1,9,12,7,-75.31223,9.22334,adult
P_lansbergii,FMNH,166197,P_lansbergii_166197,5.955837369,5.843544417,3.582348248,3.03478239,2.624153515,1.999257766,2.632234823,2.786402737,2.953050182,2.285779958,2.159381537,1.520813158,1.134773342,154,30,25,3,2,9,10,5,-75.94556,10.59887,adult
P_lansbergii,FMNH,166198,P_lansbergii_166198,6.186208624,6.086774727,3.465746146,3.070743357,2.636421424,2.031085864,2.669494178,2.833879092,2.960584859,2.210915067,2.024795627,1.663404827,0.960177509,151,29,25,3,4,9,10,7,-75.57665,7.95432,adult
P_lansbergii,FMNH,166199,P_lansbergii_166199,6.135564891,6.03068526,3.516675704,3.027904495,2.498975928,2.02026646,2.64150774,2.798416008,2.955500208,2.489712581,1.935390861,1.448522924,0.866899143,158,30,25,3,3,9,12,7,-76.02334,9.67889,adult
P_lansbergii,FMNH,166200,P_lansbergii_166200,5.723585102,5.627621114,3.434543752,3.033850742,2.424987244,1.933022392,2.6354933,2.829837965,2.986192809,1.865886499,1.868803732,1.453704723,1.032025377,162,30,25,3,3,9,11,5,-75.48991,10.21223,adult
P_lansbergii,FMNH,166201,P_lansbergii_166201,6.11146734,5.986452005,3.682559775,2.974815262,2.378131058,1.884949842,2.628475331,2.706706235,2.862386454,2.48193223,2.031356521,1.324368351,1.516238591,158,35,21,3,3,9,11,6,-75.76778,8.44556,juvenile
P_lansbergii,FMNH,166202,P_lansbergii_166202,6.226536669,6.126869184,3.46775011,3.105425427,2.402565051,2.216720523,2.69755152,2.828221717,2.948920241,2.079843931,2.420580768,1.556711459,1.465007861,157,30,23,3,3,10,12,6,-75.34332,9.88991,NA
P_lansbergii,FMNH,166203,P_lansbergii_166203,5.488937726,5.370638028,3.634147794,2.912160376,2.243290781,1.892378452,2.450246787,2.788570459,2.850794356,2.31289021,1.961095443,1.55939,1.208409725,147,34,23,2,2,9,11,6,-75.97889,7.79887,adult
P_lansbergii,FMNH,166204,P_lansbergii_166204,5.59471138,5.493061443,3.490036844,3.043340098,2.04854167,1.939485701,2.580544303,2.812503917,2.877360511,1.671191907,2.134771215,1.22818452,0.921498456,149,30,25,3,3,10,12,5,-75.60112,10.12345,adult
P_lansbergii,FMNH,166205,P_lansbergii_166205,5.590986981,5.455321115,3.76204625,2.94739587,2.407348499,1.890394348,2.61676831,2.759009903,2.921276313,2.466384213,1.76289588,0.833043349,1.293721505,158,36,25,3,3,9,11,5,-75.42334,8.77665,NA
P_lansbergii,FMNH,166206,P_lansbergii_166206,6.100318952,5.958424693,3.801016612,2.941611732,2.36355749,1.922037936,2.535897468,2.670118637,2.845169132,2.620492371,1.857136314,1.560016326,1.48125093,158,34,23,3,3,9,11,6,-75.71221,9.33445,adult
P_lansbergii,FMNH,166207,P_lansbergii_166207,6.098074282,5.986452005,3.575884109,3.007188505,2.65412796,1.770998469,2.666602282,2.771211172,2.917981227,2.438519737,2.048196939,1.226139737,1.396269234,145,33,23,3,3,9,11,6,-75.36554,10.45667,juvenile
P_lansbergii,FMNH,166208,P_lansbergii_166208,5.676753802,5.564520407,3.583422054,3.064986436,2.35550074,1.924567663,2.48997831,2.689205532,2.875002172,1.92049908,1.867124688,1.567766952,1.291245234,150,36,21,2,3,9,12,6,-75.91223,8.11223,juvenile
P_lansbergii,FMNH,166209,P_lansbergii_166209,5.488937726,5.402677382,3.334043202,2.952116149,2.477135491,1.744485615,2.533909187,2.717294683,2.872940619,2.226366499,1.853838641,1.148291074,0.891978239,161,28,23,3,3,10,12,5,-75.53445,9.77889,NA
P_lansbergii,FMNH,166210,P_lansbergii_166210,5.468060141,5.365976015,3.494800559,3.036565322,1.93297814,2.094471919,2.700982241,2.716274715,2.80976347,2.133653824,1.919365836,1.270778038,1.349111154,154,34,25,3,3,9,10,5,-76.05667,7.85443,adult
P_lansbergii,FMNH,166211,P_lansbergii_166211,5.575949103,5.451038454,3.684795678,3.099809204,2.5486778,2.074706461,2.616581937,2.840574255,2.918676682,1.994641232,2.15252183,1.506701905,1.192497769,150,33,25,2,2,9,10,5,-75.44332,10.23445,juvenile
P_lansbergii,FMNH,166212,P_lansbergii_166212,5.318119994,5.231108617,3.343306072,2.993319325,2.561089379,1.969063875,2.634976557,2.794269393,2.905173964,2.123399157,1.939113442,1.25647243,1.346540083,151,28,23,3,2,9,12,5,-75.73443,8.99887,juvenile
P_lansbergii,FMNH,166213,P_lansbergii_166213,6.186208624,6.08221891,3.508305761,3.060310205,2.456259696,2.057590983,2.666402517,2.825588422,2.964901319,2.497159557,2.17796494,1.520303983,1.206260351,161,30,23,3,3,9,11,6,-75.33445,9.55667,NA
P_lansbergii,FMNH,166214,P_lansbergii_166214,5.717027701,5.627621114,3.367030189,2.887516585,2.217437554,1.90751202,2.414453201,2.718649395,2.790535553,2.008542799,2.039330712,1.409666805,1.347849204,154,36,23,3,4,9,11,6,-75.99991,10.58776,juvenile
P_lansbergii,FMNH,166215,P_lansbergii_166215,5.537334267,5.455321115,3.285373519,2.942313267,2.313948033,2.013671441,2.596894124,2.618705599,2.653972141,1.872609506,1.85960985,1.184056487,1.345619598,151,26,25,3,3,9,13,6,-75.62334,8.22334,adult
P_lansbergii,FMNH,166216,P_lansbergii_166216,5.568344504,5.472270674,3.436509823,3.019296825,2.267241283,1.946845879,2.64878292,2.810160692,2.926322068,2.324111426,1.735062162,1.378146494,1.103683539,151,29,23,3,3,10,11,6,-75.46778,9.11223,juvenile
P_lansbergii,FMNH,166217,P_lansbergii_166217,5.587248658,5.497168225,3.374939362,2.931581084,2.219037195,1.988661089,2.574582064,2.759590367,2.86141855,2.356099509,1.922851491,1.404954812,1.276553112,155,32,25,3,3,10,12,6,-75.74556,7.91223,adult
P_lansbergii,FMNH,166218,P_lansbergii_166218,5.505331536,5.429345629,3.212196353,2.979802281,2.323936611,1.879636755,2.634690268,2.791004556,2.871408027,2.38632162,2.118369978,1.315792144,0.936471163,157,28,21,3,3,9,11,7,-75.35667,10.33445,adult
P_lansbergii,FMNH,166219,P_lansbergii_166219,5.916202063,5.786897381,3.715297673,2.940473092,2.205406826,1.802362413,2.55696536,2.754267247,2.878328547,2.245590738,1.859214171,1.142612105,1.410753609,155,34,25,3,2,9,11,6,-75.92334,8.66778,adult
P_lansbergii,FMNH,166220,P_lansbergii_166220,5.501258211,5.384495063,3.621757775,2.986954641,2.410242767,1.979358261,2.534049066,2.755721779,2.868228615,2.419207167,1.865400811,1.794149538,1.26003496,156,30,21,3,4,10,11,10,-75.55667,9.44556,juvenile
P_lansbergii,FMNH,166221,P_lansbergii_166221,5.899897354,5.796057751,3.508550852,3.088856176,2.265245573,1.887933324,2.671204363,2.759569362,2.946710867,1.970297097,2.058170425,1.337002469,1.054270161,154,32,23,3,3,10,12,5,-76.07665,10.12345,juvenile
P_lansbergii,FMNH,166222,P_lansbergii_166222,5.568344504,5.484796933,3.30297843,3.057252672,2.259617358,1.905389165,2.692911817,2.761052751,2.889108076,2.178369399,2.204073019,1.600031392,1.016291717,154,27,21,3,3,10,12,5,-75.47665,7.98776,adult
P_lansbergii,FMNH,166223,P_lansbergii_166223,5.552959585,5.438079309,3.606132251,2.90341995,2.647739831,1.967135527,2.558127282,2.826116318,2.891041817,2.392616636,2.114497547,1.729659494,1.431091549,160,28,25,3,3,9,12,6,-75.75667,9.88991,adult
P_lansbergii,FMNH,166224,P_lansbergii_166224,6.198478716,6.09356977,3.516585705,3.186080792,2.519089038,2.039353893,2.745054921,3.010342683,3.101410837,2.328541304,2.129983156,1.636033943,1.071153559,155,29,23,2,2,10,12,6,-75.37665,10.45667,adult
P_lansbergii,FMNH,166225,P_lansbergii_166225,5.693732139,5.590986981,3.49965652,2.976036176,2.546702666,1.728099565,2.554593507,2.774574892,2.863852613,2.469540678,1.983856139,1.529167725,1.306855264,156,33,25,2,2,9,11,6,-75.93445,8.33445,juvenile
P_lansbergii,FMNH,166226,P_lansbergii_166226,6.08221891,5.950642553,3.73066541,3.090079651,2.287131497,1.777228106,2.697801317,2.815385591,2.988521785,2.017107578,2.195863489,1.588779067,1.552803812,151,34,23,3,3,9,11,6,-75.57665,9.22334,juvenile
P_lansbergii,FMNH,166227,P_lansbergii_166227,6.08221891,6.008813185,3.175668568,3.1367254,2.652167071,2.144404069,2.723606821,2.935094475,3.013075238,1.902045259,2.085240175,1.322150404,1.249337871,154,28,23,3,3,10,12,6,-76.08991,10.59887,juvenile
P_lansbergii,FMNH,166228,P_lansbergii_166228,5.613128106,5.509388337,3.509256504,2.925671216,2.544082037,1.877493661,2.592480734,2.654138465,2.87329025,2.461963323,1.978815908,1.208751075,1.418608119,155,34,23,3,3,9,11,5,-75.49887,7.95432,juvenile
P_lansbergii,FMNH,166229,P_lansbergii_166229,5.556828062,5.468060141,3.361079884,3.075707436,2.695929435,1.847418564,2.651268486,2.771198902,2.98176104,2.310772442,2.052791055,1.6780992,1.247105209,148,28,21,3,4,10,12,5,-75.78991,9.67889,juvenile
P_lansbergii,FMNH,166230,P_lansbergii_166230,5.942799375,5.80814249,3.753088771,2.973523469,2.364592861,1.879493901,2.54447951,2.810927044,2.890533516,2.398023467,1.750701215,1.049455626,1.395652324,153,35,25,3,2,9,12,6,-75.39887,10.21223,adult
P_lansbergii,FMNH,166231,P_lansbergii_166231,5.609471795,5.505331536,3.512933451,3.0487298,2.383159139,1.833059609,2.613968717,2.82120944,3.01335874,2.165579099,1.989544028,1.646795233,1.336234952,159,28,21,3,3,10,12,6,-75.95667,8.44556,adult
P_lansbergii,FMNH,166232,P_lansbergii_166232,5.918893854,5.811140993,3.543514359,3.105137377,2.406123245,1.838665127,2.741118138,2.844676175,2.994127965,2.460668515,1.725411223,1.257093912,1.477761839,152,28,21,3,3,9,11,6,-75.61223,9.88991,adult
P_lansbergii,FMNH,166233,P_lansbergii_166233,5.446737372,5.347107531,3.471791908,2.930937289,2.526280598,2.039154067,2.596071039,2.71627031,2.88256032,2.003286038,1.988257111,1.707243081,0.941186589,160,28,23,3,3,10,12,6,-75.43445,7.79887,adult
P_lansbergii,FMNH,166234,P_lansbergii_166234,5.402677382,5.303304908,3.46958055,3.003638449,2.383667329,1.94383801,2.539188652,2.796342314,2.943025915,2.376959195,1.892918637,1.16589568,1.175182641,157,28,25,3,3,9,11,6,-75.72334,10.12345,adult
P_lansbergii,FMNH,166235,P_lansbergii_166235,5.793013608,5.680172609,3.587866954,3.083622873,2.518417047,1.806485024,2.683104824,2.797887293,2.943160217,2.372900003,1.777630292,1.834487647,0.961403376,147,31,23,3,3,10,12,5,-75.32334,8.77665,adult
P_lansbergii,FMNH,166236,P_lansbergii_166236,5.743003188,5.613128106,3.720397723,2.886302421,2.561532204,1.879082878,2.441118108,2.741260005,2.857838615,2.308428637,2.050811252,1.996602781,1.640990258,149,38,21,3,3,9,11,6,-75.81223,9.33445,adult
P_lansbergii,FMNH,166237,P_lansbergii_166237,5.880532986,5.768320996,3.582091729,3.034774601,2.360310681,2.131365652,2.640794038,2.753785416,2.903320922,2.296192771,1.975227289,1.447639743,1.274521255,158,31,21,3,3,9,12,6,-75.53445,10.45667,NA
P_lansbergii,FMNH,166238,P_lansbergii_166238,5.525452939,5.429345629,3.437083846,2.962136206,2.261967878,1.915999733,2.591623604,2.757525368,2.86999759,2.308934956,2.319040673,1.636958286,1.211180953,161,29,23,3,2,9,11,5,-75.68778,8.11223,NA
P_lansbergii,FMNH,166239,P_lansbergii_166239,5.583496309,5.468060141,3.610514503,2.834595576,2.190045172,1.941875007,2.516881295,2.748209384,2.801030379,2.023090369,2.300109837,1.469518433,1.527022388,155,31,25,3,3,9,11,6,-78,8.86667,NA
P_lansbergii,FMNH,166240,P_lansbergii_166240,5.379897354,5.247024072,3.743803573,3.072318101,2.442865339,1.966471126,2.609677485,2.806414769,2.952202541,2.286927729,1.730397672,1.672738891,1.158910321,158,37,21,2,3,9,10,6,-78,8.86667,adult
P_lansbergii,FMNH,170147,P_lansbergii_170147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,9,11,6,-95.9709,15.838,adult
P_lansbergii,FMNH,170148,P_lansbergii_170148,5.267858159,5.111987788,3.892842742,3.008734512,2.377706517,1.884322209,2.599696083,2.780772072,2.931275678,2.26036119,2.306755699,1.575238212,1.241260777,152,34,25,2,3,9,12,6,-76.980561,5.848345,juvenile
P_nasutum,UTA,5104,P_nasutum_5104,5.351858133,5.209486153,3.772772675,3.143932284,2.641074378,2.215717953,2.713344949,2.884893214,3.013178528,2.500499374,2.264375435,1.617833304,1.555778909,131,28,23,3,2,9,11,8,-84.714938,11.133071,NA
P_nasutum,UTA,7721,P_nasutum_7721,5.616771098,5.509388337,3.550168576,3.148040079,2.590249133,2.019296992,2.72169874,2.897252795,2.992030379,2.099001137,2.104232428,1.244339065,1.329764328,149,27,23,2,2,10,13,7,NA,NA,adult
P_nasutum,UTA,8006,P_nasutum_8006,6.052089169,5.932245187,3.723371024,3.205346798,2.529445333,2.234126118,2.668129425,2.807321838,2.937778732,2.243095925,2.285422773,1.666699061,1.256814138,144,31,23,2,1,9,12,8,-83.625162,9.90279,adult
P_nasutum,UTA,12942,P_nasutum_12942,5.771441123,5.655991811,3.643344228,3.182334072,2.650183905,1.852800532,2.663641867,2.865145041,2.98808901,1.791348379,1.75767008,1.620017045,1.453077532,138,26,23,2,1,10,12,8,-83.625162,9.90279,juvenile
P_nasutum,UTA,14179,P_nasutum_14179,5.983936281,5.826000107,3.969881313,3.111916106,2.667657543,2.218186687,2.695690765,2.877818926,3.003820079,2.443862621,2.414819763,1.647268635,1.751026379,138,34,21,2,1,10,11,8,-83.625162,9.90279,juvenile
P_nasutum,UTA,14180,P_nasutum_14180,6.018593214,5.872117789,3.905668068,3.078398133,2.65467841,2.059985274,2.693869897,2.855005995,3.009679137,2.275600763,2.339839915,1.636934753,1.597573168,135,35,21,2,1,10,11,8,-89.615092,17.222216,adult
P_nasutum,UTA,15292,P_nasutum_15292,6.163314804,6.056784013,3.629909074,3.148057121,2.751847917,2.003772572,2.82403397,2.966649496,3.09467912,2.300155145,2.116944972,1.515608758,1.424957764,139,26,23,2,1,10,12,7,-95.45,15.85,adult
P_nasutum,CNAR,15396,P_nasutum_15396,5.934894196,5.802118375,3.800795549,3.099475563,2.506174781,2.057026161,2.703210948,2.924432298,3.010539282,2.776157601,2.005488142,1.550722596,1.640684945,124,31,23,2,1,10,10,6,-95.85,16.55,juvenile
P_nasutum,CNAR,15397,P_nasutum_15397,6.263398263,6.152732695,3.681941973,3.268272233,2.720079587,2.104712389,2.862938508,3.045904022,3.144863696,2.414622964,2.334791516,1.494688728,1.492072051,142,29,27,3,2,10,12,6,-83.625162,9.90279,adult
P_nasutum,UTA,18690,P_nasutum_18690,5.988961417,5.843544417,3.89419977,2.937321167,2.358494731,2.092011196,2.593310825,2.752418591,2.895623079,2.040884755,2.16241493,1.424847338,1.424085118,139,33,21,3,1,9,11,6,-89.249828,15.665964,adult
P_nasutum,UTA,22252,P_nasutum_22252,6.349138991,6.240275845,3.680099031,3.15434409,2.780598641,2.100994534,2.780388499,2.940160318,3.081917528,2.391940738,2.300121363,1.444342841,1.640554059,141,30,23,2,2,9,11,7,-89.134644,15.402786,juvenile
P_nasutum,UTA,23066,P_nasutum_23066,6.230481448,6.12249281,3.653512225,3.159816727,2.73376057,2.141747513,2.793566423,2.943144451,3.069733451,2.628696225,2.541206367,1.609251712,1.529721736,138,29,23,2,2,10,11,9,-83.625441,9.903414,juvenile
P_nasutum,UTA,24515,P_nasutum_24515,6.206575927,6.089044875,3.729689296,3.286827322,2.871766846,2.18172433,2.857571039,3.024247774,3.181766613,2.656792634,2.658145793,1.690040339,1.483013216,136,26,23,3,2,10,12,7,-89.583076,15.582754,adult
P_nasutum,UTA,24516,P_nasutum_24516,5.92157842,5.82008293,3.545356018,3.089541172,2.74742156,2.21306701,2.69690408,2.894869859,3.016289076,2.491083517,2.212931506,1.653029373,1.403506689,142,28,23,3,3,10,12,7,NA,NA,adult
P_nasutum,UTA,25102,P_nasutum_25102,6.32256524,6.214608098,3.667942551,3.234030252,2.680388098,2.149946691,2.770118381,2.920702411,3.052156933,2.364162851,2.338875594,1.617031721,1.641557959,139,28,23,3,3,10,12,7,-96.552416,17.5871,juvenile
P_nasutum,CNAR,25319,P_nasutum_25319,6.025865974,5.897153868,3.786228145,2.960151998,2.567640753,1.969276714,2.571032912,2.753242924,2.917747599,2.402444607,2.316500441,1.625259056,1.730296207,143,34,23,3,1,11,11,5,-83.65217,9.89363,NA
P_nasutum,KU,25689,P_nasutum_25689,5.676753802,5.556828062,3.664068674,3.138692075,2.695977258,2.165666286,2.783590504,2.936266184,3.071414819,2.594187456,2.206849688,1.642174178,1.641204145,140,27,23,2,2,10,12,8,-89.250172,15.665757,adult
P_nasutum,UTA,26408,P_nasutum_26408,5.998936562,5.863631176,3.828659327,3.05523027,2.67272496,2.094893359,2.664350844,2.822778658,2.970384032,2.419935174,2.416989835,1.585456462,1.70383597,133,34,23,2,1,9,12,9,-89.09955,15.252907,juvenile
P_nasutum,UTA,28561,P_nasutum_28561,5.983936281,5.84932478,3.821461308,3.254400557,2.848309465,2.21997105,2.837248482,3.020671927,3.142300786,2.295214701,2.590941566,1.49660836,1.751026379,135,30,23,2,1,10,12,9,-83.6833,9.9,juvenile
P_nasutum,KU,30982,P_nasutum_30982,6.075346031,5.950642553,3.764453103,2.964970812,2.497708367,2.100977373,2.587879631,2.737464033,2.88504089,2.132670703,2.319635737,1.42268833,1.633131391,145,33,21,3,1,9,11,7,-83.6833,9.9,adult
P_nasutum,KU,30983,P_nasutum_30983,5.929589143,5.814130532,3.668677804,3.049897055,2.560779991,2.212086069,2.696212715,2.831676691,2.954377894,2.171968732,2.429533361,1.676613424,1.758349763,142,27,25,2,2,9,10,8,-83.6833,9.9,juvenile
P_nasutum,KU,30984,P_nasutum_30984,6.09356977,6.033086222,3.075410756,3.080328667,2.684915027,2.259122587,2.727532524,2.919584461,3.01719736,2.702727462,2.636989093,1.569662168,1.701082139,136,17,23,3,1,9,12,7,-83.6833,9.9,juvenile
P_nasutum,KU,30985,P_nasutum_30985,5.846438775,5.697093487,3.896177291,2.966409555,2.536685724,2.130715961,2.640758009,2.781362111,2.888668852,2.376032815,1.75378891,1.35374423,1.522018844,136,35,21,2,1,9,11,8,-83.6833,9.9,juvenile
P_nasutum,KU,30986,P_nasutum_30986,5.908082938,5.802118375,3.58409513,3.16363506,2.75153629,2.182189304,2.818992553,2.96236352,3.092180246,2.315688503,2.224541708,1.676107202,1.539759329,138,27,23,2,1,10,11,7,-83.6833,9.9,juvenile
